Title,CC,CW,CSN,CS,CMSL,CP,CMPL,CLSL,CSSL,CSTDSL,CLSSR,CB,CBPS,CNL,CNLTLR,CR,CCC,CCCPC,CCCPS,CEL,CELPS,CELPC,SSLS,SSSS,SMSS,SLSR,SSSR,SQ,SQPS,SE,SEPS,SS,SMSPW,SMCPW,SSTP,SSTART,SSTC,SSTSUB,SSTI,SSTD,SSTADJ,SSTN,SSTADV,SSTPPS,SSTARTPS,SSTCPS,SSTSUBPS,SSTDPS,SSTADJPS,SSTNPS,SSTADVPS,SMV,STB,SUW,SN,SUN,SV,SUV,SP,SUP,SADV,SUADV,SADJ,SUADJ,SCC,SUCC,SSUB,SUSUB,SMVPW,STBPW,SUWPW,SNPW,SUNPW,SVPW,SUVPW,SPPW,SUPPW,SADVPW,SUADVPW,SADJPW,SUADJPW,SCCPW,SUCCPW,SSUBPW,SUSUBPW,STBPV,SUNPUW,SUVPUW,SUPPUW,SUADJPUW,SUADVPUW,SUCCPUW,SUSUBPUW,SWL6,RARI,RCL,RFRE,RFK,RGFI,RLBI,RSG,RDWS,RDC,RLWF,Quality
"Medieval football","32059","5473","252","5","6390.8","69","464.6231884057971","21121","1246","8279.521737395222","16.95104333868379","9","1.8","3457","0.10783243394990487","48","61","0.0019027418197697995","12.2","5","1.0","0.0001559624442434262","153","0","25.57075471698113","0.18867924528301888","0.4339622641509434","1","0.0047169811320754715","0","0.0","8379","1.545655783065855","4.683822173030806","23","47","2","39","0","69","22","7","11","0.10849056603773585","0.22169811320754718","0.009433962264150943","0.18396226415094338","0.32547169811320753","0.10377358490566038","0.0330188679245283","0.05188679245283019","38","211","1817","881","431","823","364","185","21","172","105","337","205","176","7","869","64","0.007009776793949456","0.03892270798745619","0.33517801143700426","0.16251614093340713","0.0795056262682162","0.15181700793211583","0.0671462829736211","0.034126544917911825","0.00387382401770891","0.03172846338313964","0.01936912008854455","0.062165652093709646","0.03781590112525364","0.032466334624608004","0.0012912746725696365","0.16030252720900204","0.01180593986349382","0.25637910085054677","0.2372041827187672","0.2003302146395157","0.011557512383048982","0.11282333516785911","0.05778756191524491","0.003852504127682994","0.035222894881673086","1310","13.416179793465666","10.583301973805568","50.11820471489284","12.621332579799734","15.533596112949988","49.736037875070046","13.649722813635723","2296","7.955975916161121","16.17688679245283","3"
"Wolf attack","15786","2501","100","5","3135.2","24","657.75","7256","247","3056.086091719276","29.37651821862348","8","1.6","777","0.0492208285822881","48","71","0.004497656151019891","14.2","2","0.4","0.00012669453946534905","61","8","25.572916666666668","0.20833333333333334","0.3541666666666667","0","0.0","0","0.0","4362","1.7767820773930754","5.1181262729124235","6","12","0","27","0","17","6","4","6","0.0625","0.125","0.0","0.28125","0.17708333333333334","0.0625","0.041666666666666664","0.0625","17","93","962","296","182","386","204","40","13","103","64","230","147","110","5","396","44","0.006924643584521385","0.037881873727087574","0.3918533604887984","0.12057026476578411","0.07413441955193482","0.15723014256619144","0.08309572301425662","0.016293279022403257","0.005295315682281059","0.04195519348268839","0.026069246435845215","0.09368635437881874","0.059877800407331976","0.04480651731160896","0.002036659877800407","0.16130346232179227","0.017922606924643585","0.24093264248704663","0.1891891891891892","0.21205821205821207","0.013513513513513514","0.15280665280665282","0.06652806652806653","0.005197505197505198","0.04573804573804574","695","15.462833078750847","13.137107942973518","30.562725835879178","15.349466013238295","18.163993550577057","53.88248896809233","15.995996272508766","1168","8.780726238968093","17.859375","3"
"Bull Durham Smoking Tobacco","15217","2453","138","3","5044.333333333333","38","400.44736842105266","7500","1045","3493.4132783473146","7.177033492822966","11","3.6666666666666665","1045","0.06867319445357166","14","45","0.0029572188999145693","15.0","0","0.0","0.0","63","1","20.146551724137932","0.10344827586206896","0.3017241379310345","0","0.0","0","0.0","4032","1.7252888318356867","5.041078305519897","4","27","0","18","0","47","3","3","6","0.034482758620689655","0.23275862068965517","0.0","0.15517241379310345","0.4051724137931034","0.02586206896551724","0.02586206896551724","0.05172413793103448","14","46","763","441","194","319","174","41","14","82","56","159","91","72","3","290","40","0.00599058622165169","0.019683354728284124","0.32648694908001713","0.18870346598202825","0.08301240907145914","0.1364997860504921","0.07445442875481387","0.017543859649122806","0.00599058622165169","0.03508771929824561","0.02396234488660676","0.06803594351732992","0.03893881044073599","0.03080872913992298","0.0012836970474967907","0.12409071459135644","0.017115960633290545","0.14420062695924765","0.254259501965924","0.22804718217562253","0.01834862385321101","0.11926605504587157","0.07339449541284404","0.003931847968545216","0.05242463958060288","662","12.386754681067686","12.372306375695334","40.426814826700934","12.625563388074902","16.3427456361678","48.47346657223378","14.798233865562338","1053","8.113890274888231","14.245689655172415","3"
"Stalk-eyed fly","11319","1753","82","5","2249.0","25","452.76","7421","512","2910.9993988319543","14.494140625","4","0.8","960","0.08481314603763583","30","40","0.003533881084901493","8.0","4","0.8","0.0003533881084901493","49","8","22.86842105263158","0.11842105263157894","0.2894736842105263","0","0.0","0","0.0","3120","1.7951668584579976","5.283659378596087","4","15","0","16","0","19","7","2","9","0.05263157894736842","0.19736842105263158","0.0","0.21052631578947367","0.25","0.09210526315789473","0.02631578947368421","0.11842105263157894","8","56","681","307","173","242","147","32","7","64","43","211","113","60","3","269","44","0.004602991944764097","0.03222094361334868","0.39182968929804374","0.1766398158803222","0.09953970080552359","0.13924050632911392","0.08457997698504027","0.018411967779056387","0.004027617951668585","0.03682393555811277","0.02474108170310702","0.12140391254315305","0.06501726121979287","0.03452243958573072","0.0017261219792865361","0.15477560414269276","0.02531645569620253","0.23140495867768596","0.2540381791483113","0.21585903083700442","0.010279001468428781","0.16593245227606462","0.0631424375917768","0.004405286343612335","0.06461086637298091","532","14.890246199503359","13.973555811277333","31.75243640603233","14.51165314033069","18.790636545333417","53.47831748531282","16.54269381668266","823","8.611356538065532","16.94736842105263","3"
"Royal Malaysian Navy","27164","4385","198","9","3002.6666666666665","58","468.3448275862069","13016","59","4446.262531610117","220.61016949152543","20","2.2222222222222223","631","0.023229274039169488","40","43","0.001582977470181122","4.777777777777778","5","0.5555555555555556","0.0001840671476954793","177","1","22.17801047120419","0.13612565445026178","0.4083769633507853","0","0.0","0","0.0","7316","1.7271010387157697","5.024079320113314","8","65","0","34","0","83","12","5","7","0.041884816753926704","0.3403141361256545","0.0","0.17801047120418848","0.43455497382198954","0.06282722513089005","0.02617801047120419","0.03664921465968586","21","154","1496","539","274","552","255","40","13","79","36","288","174","111","4","501","43","0.004957507082152974","0.03635505193578848","0.35316336166194523","0.1272426817752597","0.06468366383380547","0.13031161473087818","0.06019830028328612","0.009442870632672332","0.003068932955618508","0.018649669499527857","0.0084985835694051","0.0679886685552408","0.04107648725212465","0.026203966005665724","0.0009442870632672333","0.11827195467422097","0.010151085930122757","0.27898550724637683","0.18315508021390375","0.17045454545454544","0.008689839572192513","0.1163101604278075","0.02406417112299465","0.00267379679144385","0.02874331550802139","1153","13.32241883333581","12.406931067044383","38.211571496373665","13.439216340615712","16.72767255486506","49.39708506988219","15.052220010523264","2518","10.486058592270691","15.44502617801047","3"
"Émile Mireaux","11681","1568","84","7","1654.0","17","687.1176470588235","6873","412","2314.982793312584","16.682038834951456","0","0.0","412","0.035270952829381044","0","0","0.0","0.0","0","0.0","0.0","178","1","26.084745762711865","0.1016949152542373","0.6949152542372882","0","0.0","0","0.0","3166","2.0571799870045484","6.315789473684211","16","0","0","17","0","2","5","1","0","0.2711864406779661","0.0","0.0","0.288135593220339","0.03389830508474576","0.0847457627118644","0.01694915254237288","0.0","1","29","664","360","198","183","100","38","13","9","6","113","66","49","6","151","25","0.000649772579597141","0.018843404808317088","0.4314489928525016","0.23391812865497075","0.1286549707602339","0.1189083820662768","0.0649772579597141","0.024691358024691357","0.008447043534762833","0.005847953216374269","0.003898635477582846","0.07342430149447693","0.042884990253411304","0.03183885640025991","0.003898635477582846","0.09811565951916829","0.016244314489928524","0.15846994535519127","0.29819277108433734","0.15060240963855423","0.01957831325301205","0.09939759036144578","0.009036144578313253","0.009036144578313253","0.03765060240963856","731","21.359741302408565","20.20207927225471","6.321556150262694","18.857774694111303","22.75358641424654","73.58312133126287","19.321383567139133","1172","13.318416775145648","21.076271186440678","3"
"KiHa 80 series","14207","2416","79","5","2825.4","46","308.8478260869565","6712","476","2555.2463286344823","14.100840336134453","9","1.8","2000","0.1407756739635391","32","61","0.004293658055887942","12.2","0","0.0","0.0","133","10","30.783783783783782","0.16216216216216217","0.4864864864864865","0","0.0","0","0.0","3810","1.672519754170325","4.762071992976295","4","15","0","32","0","21","5","1","2","0.05405405405405406","0.20270270270270271","0.0","0.43243243243243246","0.28378378378378377","0.06756756756756757","0.013513513513513514","0.02702702702702703","25","113","678","283","117","332","129","20","7","40","24","117","73","74","3","286","31","0.010974539069359086","0.04960491659350307","0.2976294995610184","0.12423178226514486","0.051360842844600525","0.14574187884108866","0.05662862159789289","0.00877963125548727","0.0030728709394205445","0.01755926251097454","0.010535557506584723","0.051360842844600525","0.03204565408252853","0.0324846356453029","0.0013169446883230904","0.12554872695346794","0.013608428446005268","0.34036144578313254","0.17256637168141592","0.1902654867256637","0.01032448377581121","0.10766961651917405","0.035398230088495575","0.004424778761061947","0.045722713864306784","539","16.39125097881024","11.239438103599646","34.09428825665","16.151408774885514","19.723522293144768","54.444890017321974","16.771327932891786","1201","9.851629846000522","21.094594594594593","3"
"Pardoo Station","6483","1212","114","4","1610.0","19","341.2105263157895","2791","215","1277.8153231198944","12.981395348837209","0","0.0","215","0.0331636587999383","17","20","0.00308499151627333","5.0","0","0.0","0.0","461","9","31.333333333333332","0.027777777777777776","0.8333333333333334","0","0.0","0","0.0","1640","1.4539007092198581","4.297872340425532","3","9","0","7","0","9","2","0","1","0.08333333333333333","0.25","0.0","0.19444444444444445","0.25","0.05555555555555555","0.0","0.027777777777777776","0","27","481","254","87","130","62","11","7","11","9","75","33","23","2","100","21","0.0","0.023936170212765957","0.42641843971631205","0.225177304964539","0.07712765957446809","0.11524822695035461","0.0549645390070922","0.00975177304964539","0.0062056737588652485","0.00975177304964539","0.007978723404255319","0.06648936170212766","0.02925531914893617","0.020390070921985817","0.0017730496453900709","0.08865248226950355","0.018617021276595744","0.2076923076923077","0.18087318087318088","0.1288981288981289","0.014553014553014554","0.06860706860706861","0.018711018711018712","0.004158004158004158","0.04365904365904366","180","14.479645390070921","8.526808510638297","52.031666666666695","13.78602836879433","16.965957446808513","47.29078014184397","13.774174173845228","634","10.429009219858155","19.13888888888889","3"
"Death of Douglas Crofut","7909","1258","58","7","1113.7142857142858","18","439.3888888888889","2461","321","731.2110307076688","7.666666666666667","0","0.0","537","0.06789733215324315","8","48","0.006069035276267543","6.857142857142857","2","0.2857142857142857","0.00025287646984448094","63","7","23.528301886792452","0.1320754716981132","0.3584905660377358","0","0.0","0","0.0","2215","1.7762630312750602","5.110665597433841","4","11","0","5","0","17","1","1","7","0.07547169811320754","0.20754716981132076","0.0","0.09433962264150944","0.32075471698113206","0.018867924528301886","0.018867924528301886","0.1320754716981132","6","65","523","202","123","238","114","49","11","49","42","108","79","31","3","168","27","0.0048115477145148355","0.052125100240577385","0.4194065757818765","0.1619887730553328","0.09863672814755413","0.1908580593424218","0.09141940657578188","0.03929430633520449","0.008821170809943865","0.03929430633520449","0.03368083400160385","0.08660785886126704","0.06335204490777867","0.024859663191659984","0.0024057738572574178","0.1347233360064154","0.02165196471531676","0.27310924369747897","0.23518164435946462","0.2179732313575526","0.021032504780114723","0.15105162523900573","0.08030592734225621","0.0057361376673040155","0.05162523900573614","367","14.405385907309615","12.99265437048917","32.68192113903558","14.545941504894767","18.809877290402625","52.958935407241526","16.561103959847483","590","8.637813717450182","17.29245283018868","3"
"Hitachiyama Taniemon","7174","1273","55","5","1420.0","12","597.8333333333334","2011","649","538.0631933146886","3.098613251155624","0","0.0","649","0.09046557011430165","9","18","0.002509060496236409","3.6","0","0.0","0.0","379","5","24.784313725490197","0.0784313725490196","0.6470588235294118","0","0.0","0","0.0","2031","1.6068037974683544","4.350474683544304","24","0","0","17","0","0","2","0","2","0.47058823529411764","0.0","0.0","0.3333333333333333","0.0","0.0392156862745098","0.0","0.0392156862745098","4","34","461","285","109","172","95","88","10","45","25","84","54","26","3","130","36","0.0031645569620253164","0.02689873417721519","0.3647151898734177","0.2254746835443038","0.08623417721518987","0.1360759493670886","0.07515822784810126","0.06962025316455696","0.007911392405063292","0.03560126582278481","0.01977848101265823","0.06645569620253164","0.04272151898734177","0.020569620253164556","0.0023734177215189874","0.10284810126582279","0.028481012658227847","0.19767441860465115","0.23644251626898047","0.20607375271149675","0.021691973969631236","0.11713665943600868","0.05422993492407809","0.006507592190889371","0.07809110629067245","229","11.452892622238771","8.586487341772152","45.743320302804705","13.036167163067763","16.274484983866966","42.90140233308513","14.470270418902462","635","9.1617782266071","16.333333333333332","3"
"Britannia (1802 ship)","2711","426","25","3","889.6666666666666","14","193.64285714285714","2033","254","992.221917382061","8.003937007874017","0","0.0","254","0.09369236444116562","6","14","0.005164146071560309","4.666666666666667","0","0.0","0.0","53","6","21.94736842105263","0.21052631578947367","0.47368421052631576","0","0.0","0","0.0","700","1.6786570743405276","5.177458033573141","2","1","0","2","0","2","3","1","1","0.10526315789473684","0.05263157894736842","0.0","0.10526315789473684","0.10526315789473684","0.15789473684210525","0.05263157894736842","0.05263157894736842","0","8","234","61","49","56","39","13","6","16","11","22","19","16","2","58","17","0.0","0.019184652278177457","0.5611510791366906","0.14628297362110312","0.11750599520383694","0.1342925659472422","0.09352517985611511","0.03117505995203837","0.014388489208633094","0.03836930455635491","0.026378896882494004","0.05275779376498801","0.045563549160671464","0.03836930455635491","0.004796163069544364","0.13908872901678657","0.0407673860911271","0.14285714285714285","0.2094017094017094","0.16666666666666666","0.02564102564102564","0.0811965811965812","0.04700854700854701","0.008547008547008548","0.07264957264957266","127","13.92951154865581","13.294772182254196","42.544032563422974","12.77762716142875","16.64465480247381","52.403003912659344","14.997032334435382","219","9.381179401741765","15.289473684210526","3"
